prompt,completion
rock 808 simple ->," None
None
None
None
0:r,0:k,2:r,4:r,6:r,7:s,9:s,12:s
4:h,4:s,6:h,8:r,8:k,10:r,10:k,10:h,12:r,14:r,14:k,17:s,19:k,20:s,21:s,22:k,23:s,24:r,24:s,25:u,26:s,27:s,28:s,29:s,30:t,30:s,31:t ###"
rock acoustic ->," None
None
None
None
2:s,7:s,8:k
0:k,2:r,5:k,6:s,6:r,8:r,9:k,10:s,11:k,12:t,13:k,14:y,15:k,18:s,22:s,23:s,24:t,25:t,26:t,26:k,27:x,28:x,29:x ###"
rock big room layered ->," None
None
None
None
2:s,6:s,7:s,8:k
0:k,2:r,5:k,6:r,8:r,9:k,10:s,11:k,12:t,13:k,14:y,15:k,18:s,22:s,23:s,24:t,25:t,26:t,26:k,27:x,28:x,29:x ###"
rock acoustic ->," None
None
2:r
0:k,4:r,7:r
8:r,10:h,10:s,11:r,14:h,14:s
0:r,2:k,4:s,16:r,18:h,18:s,19:r,20:k,22:h,22:s,28:k ###"
rock dark hybrid ->," None
None
2:r
0:k,4:r,7:r
8:r,10:s,10:a,11:r,14:s,14:a
0:r,2:k,4:s,16:r,18:a,18:s,19:r,20:k,22:a,22:s,28:k ###"
rock acoustic ->," None
None
None
0:k,1:s,2:h
2:r,2:k,3:s,3:r,4:r,4:k,6:r,6:k,6:h,7:r
0:v,1:s,4:v,5:s,6:s,7:s,8:r,8:s,10:r,10:k,11:s,11:r,12:r,12:k,14:s,14:r,14:h,15:r,16:r,18:s,22:s,23:s,24:r,26:s,27:s ###"
rock dark hybrid ->," None
None
None
0:k,1:s,2:a
2:r,2:k,3:s,3:r,4:r,4:k,6:r,6:k,6:a,7:r
0:v,1:s,4:v,5:s,6:s,7:s,8:r,8:s,10:r,10:k,11:s,11:r,12:r,12:k,14:s,14:r,14:a,15:r,16:r,18:s,22:s,23:s,24:r,26:s,27:s ###"
rock big room layered ->," None
None
None
0:k,1:s,2:h,3:s
2:r,2:k,3:r,4:r,4:k,6:r,6:k,6:s,6:h,7:r,7:s
0:k,1:s,4:k,5:s,8:r,8:s,10:r,10:k,11:r,12:r,12:k,14:r,14:h,14:s,15:r,16:r,18:s,24:r,26:s ###"
rock west coast funk ->," None
None
None
0:k,1:s,2:h
2:r,2:k,3:s,3:r,4:r,4:k,6:r,6:k,6:h,7:r
0:b,1:s,4:b,5:s,6:s,7:s,8:r,8:s,10:r,10:k,11:s,11:r,12:r,12:k,14:s,14:r,14:h,15:r,16:r,18:s,22:s,23:s,24:r,26:s,27:s ###"
rock nu rnb ->," None
None
None
0:k,1:s,2:h
2:r,2:k,3:s,3:r,4:r,4:k,6:r,6:k,6:h,7:r
0:l,1:s,4:l,5:s,6:s,7:s,8:r,8:s,10:r,10:k,11:s,11:r,12:r,12:k,14:s,14:r,14:h,15:r,16:r,18:s,22:s,23:s,24:r,26:s,27:s ###"
rock acoustic ->," None
None
0:k,2:h,3:r
0:r,2:r,6:k
6:s,6:r,10:k,12:r,13:s,14:r
2:s,4:r,10:s,15:s,18:k,18:s,20:r,21:r,25:r,26:s,31:s ###"
rock dark hybrid ->," None
None
0:k,2:a,3:r
0:r,2:r,6:k
6:s,6:r,10:k,12:r,13:s,14:r
2:s,4:r,10:s,15:s,18:k,18:s,20:r,21:r,25:r,26:s,31:s ###"
rock big room layered ->," None
None
0:k,2:h,3:r
0:r,2:r,2:s,6:k
6:r,6:s,10:k,12:r,13:s,14:r,15:s
4:r,18:k,20:r,21:r,25:r ###"
rock acoustic ->," None
None
0:k,3:k
0:k,1:k,2:k,4:s
6:k,10:k
5:l,12:h,13:l,14:k,18:k,21:k,29:k,30:l ###"
rock dark hybrid ->," 0:a
None
None
0:k,4:s
10:k
12:a,18:k ###"
rock deep daft ->," None
None
0:k,3:k
0:k,1:k,2:k,4:s
6:k,10:k
5:a,12:h,13:a,14:k,18:k,21:k,29:k,30:a ###"
rock acoustic ->," None
0:r
None
4:s
2:k,4:h,8:k,14:k
0:k,6:h,7:s,8:s,10:k,16:h,22:k ###"
rock dark hybrid ->," None
0:r
None
4:s
2:k,4:a,8:k,14:k
0:k,6:a,7:s,8:s,10:k,16:a,22:k ###"
rock acoustic ->," None
0:r
None
0:k,4:s
9:r,10:h
11:r,14:k,17:r,18:h,20:h,21:r,22:h,28:h,29:r ###"
rock dark hybrid ->," None
0:r
None
0:k,4:s
9:r,10:a
11:r,14:k,17:r,18:a,20:a,21:r,22:a,28:a,29:r ###"
rock acoustic ->," None
None
None
4:s
2:k,4:k,6:k
0:s,0:k,2:k,4:k,7:k,8:s,8:l,10:l,10:k,11:s,12:h,13:s,14:t,15:t,16:h,16:k,16:y,19:k,22:k,23:s,24:s,24:k,25:s,26:k,27:k,28:k,29:k,30:k,31:s ###"
rock dark hybrid ->," None
None
None
0:a,2:s,2:a
4:a,6:a
0:k,2:k,5:k,6:s,8:k,9:s,11:s,12:t,13:t,14:k,14:a,14:y,17:k,20:k,21:s,22:s,23:s,25:k,27:k,28:a,29:s ###"
rock big room layered ->," None
None
None
4:s
2:k,4:k,6:k,8:s
0:s,0:k,2:k,4:k,7:k,8:l,10:l,10:k,11:s,12:h,13:s,14:t,15:t,16:h,16:k,16:y,19:k,22:k,23:s,24:s,24:k,25:s,26:k,27:k,28:k,29:k,30:k,31:s ###"
rock deep daft ->," None
None
None
4:s
2:k,4:k,6:k
0:s,0:k,2:k,4:k,7:k,8:s,8:a,10:k,10:a,11:s,12:h,13:s,14:t,15:t,16:h,16:k,16:y,19:k,22:k,23:s,24:s,24:k,25:s,26:k,27:k,28:k,29:k,30:k,31:s ###"
rock acoustic ->," None
None
2:k
0:k,4:k
8:k,10:k
0:h,0:y,4:s,12:s,14:k,16:k,20:s,23:s,28:s,29:k,31:s ###"
rock dark hybrid ->," None
0:a
None
0:k
10:k
0:y,4:s,12:s,14:k,20:s,23:s,28:s,29:k,31:s ###"
rock big room layered ->," None
None
2:k
0:k,4:s,4:k
8:k,10:k
0:h,0:y,14:k,16:k,23:s,29:k,31:s ###"
funk fast acoustic ->," None
None
None
None
2:s,18:s
0:k,3:l,3:k,3:s,4:s,5:j,5:k,5:s,7:l,7:h,7:k,9:s,10:k,10:j,11:h,11:h,12:s,13:h,13:k,14:h,15:z,16:h,17:h,18:s ###"
funk fast dark hybrid ->," None
None
None
None
2:s,18:s
0:k,3:a,3:k,3:s,4:s,5:a,5:k,5:s,7:k,7:a,9:s,10:k,10:a,11:a,12:s,13:k,13:a,14:a,15:z,16:a,17:a,18:s ###"
funk fast 808 simple ->," None
None
None
None
2:s,18:s
0:k,3:l,3:k,3:s,4:s,5:j,5:k,5:s,7:l,7:h,7:k,9:s,10:k,10:j,11:h,11:h,12:s,13:h,13:k,14:h,15:s,16:h,17:h,18:s ###"
funk fast deep daft ->," None
None
None
None
2:s,18:s
0:k,3:a,3:k,3:s,4:s,5:a,5:k,5:s,7:h,7:a,7:k,9:s,10:k,10:a,11:h,11:h,12:s,13:h,13:k,14:h,15:z,16:h,17:h,18:s ###"
latin brazilian-baiao acoustic ->," None
None
None
0:k,3:k,4:h,6:z
3:s,8:h,9:h,10:k,13:h,14:s
2:h,6:l,6:s,8:h,11:s,14:k,16:h,17:h,18:k,21:h,22:z,22:k,23:s,25:z,30:l ###"
latin brazilian-baiao dark hybrid ->," None
None
2:a
0:k,3:k,4:a,6:z
3:s,8:a,9:a,13:a,14:s
6:s,8:a,11:s,16:a,17:a,21:a,22:z,23:s,25:z ###"
latin brazilian-baiao 808 simple ->," None
None
None
0:k,3:k,4:h,6:s
3:s,8:h,9:h,10:k,13:h,14:s
2:h,6:l,6:s,8:h,11:s,14:k,16:h,17:h,18:k,21:h,22:s,22:k,23:s,25:s,30:l ###"
latin brazilian-baiao deep daft ->," None
None
None
0:k,3:k,4:h,6:z
3:s,8:h,9:h,10:k,13:h,14:s
2:h,6:s,6:a,8:h,11:s,14:k,16:h,17:h,18:k,21:h,22:z,22:k,23:s,25:z,30:a ###"
funk acoustic ->," None
None
None
None
None
0:h,0:k,1:h,2:h,2:k,3:h,4:h,4:z,5:k,5:j,6:h,6:h,7:h,7:s,8:h,9:h,9:s,10:h,10:k,11:h,12:h,12:s,13:h,13:k,14:h,15:h,15:s ###"
funk dark hybrid ->," None
None
None
None
None
0:k,0:a,1:a,2:k,2:a,3:a,4:z,4:a,5:k,5:a,6:a,7:s,7:a,8:a,9:s,9:a,10:k,10:a,11:a,12:a,12:s,13:k,13:a,14:a,15:a,15:s ###"
funk 808 simple ->," None
None
None
None
None
0:h,0:k,1:h,2:h,2:k,3:h,4:s,4:h,5:k,5:j,6:h,6:h,7:h,7:s,8:h,9:h,9:s,10:h,10:k,11:h,12:h,12:s,13:h,13:k,14:h,15:h,15:s ###"
funk deep daft ->," None
None
None
None
None
0:h,0:k,1:h,2:h,2:k,3:h,4:h,4:z,5:k,5:a,6:h,6:h,7:h,7:s,8:h,9:h,9:s,10:h,10:k,11:h,12:h,12:s,13:h,13:k,14:h,15:h,15:s ###"
latin samba acoustic ->," None
0:r
0:k,1:r,2:h
3:k
7:k,11:s,15:s
15:k,16:s,17:s,18:s,19:s,23:s,24:s,25:s,30:k ###"
latin samba dark hybrid ->," None
0:r
0:k,1:r,2:a
3:k
7:k,11:s,15:s
15:k,16:s,17:s,18:s,19:s,23:s,24:s,25:s,30:k ###"
gospel acoustic ->," None
None
None
None
None
0:l,0:k,2:s,2:h,2:k,3:s,4:h,4:k,6:h,6:z,8:h,8:k,10:h,10:z,12:h,12:k,14:h,14:z ###"
gospel dark hybrid ->," None
None
None
None
None
0:k,0:a,2:s,2:a,3:s,4:k,4:a,6:z,6:a,8:k,8:a,10:z,10:a,12:k,12:a,14:z,14:a ###"
gospel big room layered ->," None
None
None
None
None
0:l,0:k,2:h,2:s,2:k,3:s,4:h,4:k,6:h,6:z,8:h,8:k,10:h,10:z,12:h,12:k,14:h,14:z ###"
gospel 808 simple ->," None
None
None
None
None
0:l,0:k,2:s,2:h,2:k,3:s,4:h,4:k,6:s,6:h,8:h,8:k,10:s,10:h,12:h,12:k,14:s,14:h ###"
gospel deep daft ->," None
None
None
None
None
0:k,0:a,2:s,2:h,2:k,3:s,4:h,4:k,6:h,6:z,8:h,8:k,10:h,10:z,12:h,12:k,14:h,14:z ###"
punk acoustic ->," None
None
None
None
None
0:k,4:s,4:u,7:s,8:u,8:k,12:s,12:u ###"
punk big room layered ->," None
None
None
None
None
0:k,4:u,4:s,7:s,8:u,8:k,12:u,12:s ###"
latin bomba acoustic ->," None
None
None
None
None
0:k,0:z,0:h,1:s,2:z,3:t,3:z,4:h,5:t,5:z,6:t,6:z,8:k,8:z,8:h,10:z,11:t,11:z,12:h,13:t,13:h,13:z,14:t,14:z ###"
latin bomba dark hybrid ->," None
None
None
None
None
0:k,0:z,0:a,1:s,2:z,3:t,3:z,4:a,5:t,5:z,6:t,6:z,8:k,8:z,8:a,10:z,11:t,11:z,12:a,13:t,13:z,13:a,14:t,14:z ###"
latin bomba 808 simple ->," None
None
None
None
None
0:s,0:k,0:h,1:s,2:s,3:t,3:s,4:h,5:s,5:t,6:t,6:s,8:s,8:k,8:h,10:s,11:s,11:t,12:h,13:s,13:t,13:h,14:t,14:s ###"
rock acoustic ->," None
0:u
0:k,2:t
0:t
4:w,12:t
None ###"
rock big room layered ->," None
0:u
0:k,2:t
0:t
4:l,12:t
None ###"
rock nu rnb ->," None
0:u
0:k,2:t
0:t
4:z,12:t
None ###"
funk acoustic ->," 0:h
None
None
None
None
None ###"
jazz acoustic ->," None
None
None
None
0:r,4:r
6:r,8:r,12:r,15:r,23:r,25:s,26:r,27:r ###"
rock acoustic ->," None
None
None
None
0:s,1:s,3:z,4:t,6:x,7:x,9:u,10:u
None ###"
rock 808 simple ->," None
None
None
None
0:s,1:s,3:s,4:t,6:x,7:x,9:u,10:u
None ###"
jazz acoustic ->," None
None
None
0:s,1:s,6:s
3:s,5:s,10:s,15:s
12:s,28:s ###"
jazz big room layered ->," None
None
None
0:s,1:s,6:s
3:s,5:s,10:s,12:s,15:s
None ###"
rock acoustic ->," None
None
None
None
0:s,1:s,2:s,3:s,4:t,6:t,7:w,9:x,10:x,12:u
None ###"
rock big room layered ->," None
None
None
None
0:s,1:s,2:s,3:s,4:t,6:t,7:l,9:x,10:x,12:u
None ###"
rock nu rnb ->," None
None
None
None
0:s,1:s,2:s,3:s,4:t,6:t,7:z,9:x,10:x,12:u
None ###"
rock acoustic ->," None
None
None
1:s,2:l
3:j,4:j,5:j,7:j
0:k,6:l,7:k,8:l,11:l,12:k,13:k,14:j,15:l,16:j,22:j,24:k,27:j,28:l ###"
rock dark hybrid ->," None
None
None
1:s,2:a,3:a,4:a
5:a,6:a,7:a
0:k,7:k,8:a,13:k,14:a,15:a,16:a,24:k ###"
rock deep daft ->," None
None
None
1:s,2:a,3:a
4:a,5:a,6:a,7:a
0:k,7:k,8:a,12:k,13:k,14:a,15:a,16:a,24:k,28:a ###"
hiphop acoustic ->," None
None
None
0:h
0:k,2:h,4:s,6:h,10:k
1:h,3:k,5:h,10:k,12:s,13:k,14:h,19:h,26:l,28:h,29:s ###"
hiphop dark hybrid ->," None
None
None
0:a,2:a
0:k,4:s,6:a,10:k
1:a,3:k,5:a,12:s,13:k,14:a,19:a,28:a,29:s ###"
hiphop deep daft ->," None
None
None
0:h
0:k,2:h,4:s,6:h,10:k
1:h,3:k,5:h,10:k,12:s,13:k,14:h,19:h,26:a,28:h,29:s ###"
rock acoustic ->," None
None
None
None
None
0:t,0:k,2:t,3:t,4:t,4:k,4:s,6:t,7:t,8:t,8:k,10:t,11:t,12:t,12:k,12:s,14:t,15:t ###"
jazz acoustic ->," None
None
None
None
None
0:l,0:k,2:h,2:s,4:k,4:k,6:s,8:l,8:k,10:s,11:k,12:l,14:s,15:l,15:k ###"
jazz dark hybrid ->," None
None
None
None
None
0:k,0:a,2:s,2:a,4:k,4:a,6:s,8:k,8:a,10:s,11:k,12:a,14:s,15:k,15:a ###"
jazz deep daft ->," None
None
None
None
None
0:k,0:a,2:h,2:s,4:k,4:k,6:s,8:k,8:a,10:s,11:k,12:a,14:s,15:k,15:a ###"
latin brazilian acoustic ->," None
None
None
None
0:k
0:s,4:s,7:t,7:k,8:t,9:t,10:t,11:x,13:q,16:t,17:t,18:t,19:t,20:x,22:x ###"
latin brazilian jinglestacks 2nd hi-hat ->," None
None
None
None
0:k
0:s,4:s,7:t,7:k,8:t,9:t,10:t,11:x,13:h,16:t,17:t,18:t,19:t,20:x,22:x ###"
latin brazilian jazz funk ->," None
None
None
None
0:k
0:s,4:s,7:t,7:k,8:t,9:t,10:t,11:x,13:b,16:t,17:t,18:t,19:t,20:x,22:x ###"
latin brazilian big room layered ->," None
None
None
None
0:k
0:s,4:s,7:t,7:k,8:t,9:t,10:t,11:x,13:l,16:t,17:t,18:t,19:t,20:x,22:x ###"
latin brazilian nu rnb ->," None
None
None
None
0:k
0:s,4:s,7:t,7:k,8:t,9:t,10:t,11:x,13:s,16:t,17:t,18:t,19:t,20:x,22:x ###"
latin brazilian compact lite w/ tambourine hh ->," None
None
None
None
0:k
0:s,4:s,7:t,7:k,8:t,9:t,10:t,11:x,13:a,16:t,17:t,18:t,19:t,20:x,22:x ###"
latin brazilian-sambareggae acoustic ->," None
None
0:k,2:h
0:t,1:s,2:s
3:s,5:s,7:s,12:u,13:u,14:u
4:x,6:x,11:z,12:k,15:u,16:k,20:u,22:u,27:s,31:v ###"
latin brazilian-sambareggae dark hybrid ->," None
None
0:k,2:a
0:t,1:s,2:s
3:s,5:s,7:s,12:u,13:u,14:u
4:x,6:x,11:z,12:k,15:u,16:k,20:u,22:u,27:s,31:v ###"
latin brazilian-sambareggae big room layered ->," None
None
0:k,2:h
0:t,1:s,2:s
3:s,5:s,7:s,12:u,13:u,14:u
4:x,6:x,11:z,12:k,15:u,16:k,20:u,22:u,27:s,31:k ###"
latin brazilian-sambareggae west coast funk ->," None
None
0:k,2:h
0:t,1:s,2:s
3:s,5:s,7:s,12:u,13:u,14:u
4:x,6:x,11:z,12:k,15:u,16:k,20:u,22:u,27:s,31:b ###"
latin brazilian-sambareggae 808 simple ->," None
None
0:k,2:h
0:t,1:s,2:s
3:s,5:s,7:s,12:u,13:u,14:u
4:x,6:x,11:s,12:k,15:u,16:k,20:u,22:u,27:s,31:v ###"
latin brazilian-sambareggae nu rnb ->," None
None
0:k,2:h
0:t,1:s,2:s
3:s,5:s,7:s,12:u,13:u,14:u
4:x,6:x,11:s,12:k,15:u,16:k,20:u,22:u,27:s,31:l ###"
latin brazilian-samba acoustic ->," None
None
1:s,2:h,2:s
0:k,0:s,3:k,7:s
1:s,4:s,12:u
3:z,4:s,5:s,6:k,11:s,16:s,19:k,19:s,21:z,27:z,29:s ###"
latin brazilian-samba dark hybrid ->," None
None
1:s,2:s,2:a
0:k,0:s,3:k,7:s
1:s,4:s,12:u
3:z,4:s,5:s,6:k,11:s,16:s,19:k,19:s,21:z,27:z,29:s ###"
latin brazilian-samba 808 simple ->," None
None
1:s,2:h,2:s
0:k,0:s,3:k,7:s
1:s,4:s,12:u
3:s,4:s,5:s,6:k,11:s,16:s,19:k,19:s,21:s,27:s,29:s ###"
latin venezuelan-joropo acoustic ->," None
0:k
0:k,1:k
None
0:k,3:k,3:k,7:k,9:k,12:k,13:k,19:k
1:k,5:k,7:k,7:k,9:k,11:k,11:k,15:k,15:k,17:h,20:k,22:k,22:k,26:h,26:k,27:h,30:k,30:k,31:h ###"
latin venezuelan-joropo dark hybrid ->," 0:a
None
0:k
1:a,3:a
0:k,3:k,12:k,13:a
5:a,7:k,7:a,9:a,11:k,15:k,15:a,20:a,22:k,22:a,26:k,26:a,27:a,30:k,30:a ###"
latin brazilian-samba acoustic ->," None
None
None
None
None
0:k,0:s,1:s,2:h,2:s,3:s,3:k,4:s,5:s,6:h,6:z,7:s,8:s,8:k,9:s,10:h,10:s,11:k,11:z,12:k,12:s,13:s,13:h,13:z,14:s,15:k,15:s ###"
latin brazilian-samba dark hybrid ->," None
None
None
None
None
0:k,0:s,1:s,2:a,2:s,3:s,3:k,4:s,5:s,6:z,6:a,7:s,8:s,8:k,9:s,10:s,10:a,11:k,11:z,12:k,12:s,13:s,13:z,13:a,14:s,15:k,15:s ###"
latin brazilian-samba big room layered ->," None
None
None
None
None
0:k,0:s,1:s,2:h,2:s,3:k,3:s,4:s,5:s,6:h,6:z,7:s,8:k,8:s,9:s,10:h,10:s,11:k,11:z,12:k,12:s,13:h,13:z,13:s,14:s,15:k,15:s ###"
latin brazilian-samba 808 simple ->," None
None
None
None
None
0:k,0:s,1:s,2:h,2:s,3:s,3:k,4:s,5:s,6:s,6:h,7:s,8:s,8:k,9:s,10:h,10:s,11:s,11:k,12:k,12:s,13:s,13:h,14:s,15:k,15:s ###"
latin brazilian-frevo acoustic ->," None
None
0:k
0:s,2:s,5:s,7:s
2:h,3:s,6:s,9:s,11:h,12:s,13:s,14:h,14:s,15:h,15:s,30:s
1:k,1:s,4:s,4:h,6:h,8:h,10:h,12:s,16:s,19:h,20:s,21:h,23:h,25:h,27:s,28:s ###"
latin brazilian-frevo dark hybrid ->," None
None
0:k
0:s,2:s,5:s,7:s
2:a,3:s,6:s,9:s,11:a,12:s,13:s,14:s,14:a,15:s,15:a,30:s
1:k,1:s,4:s,4:a,6:a,8:a,10:a,12:s,16:s,19:a,20:s,21:a,23:a,25:a,27:s,28:s ###"
latin brazilian-frevo big room layered ->," None
0:s
0:k
5:s,7:s
2:h,3:s,9:s,11:h,12:s,13:s,14:h,14:s,15:h,15:s
1:k,1:s,4:h,6:h,8:h,10:h,16:s,19:h,21:h,23:h,25:h,27:s ###"
rock acoustic ->," None
None
None
None
0:l,0:k,3:k
0:s,2:h,4:s,4:k,5:h,6:s,7:l,8:h,9:s,10:k,12:s,12:k,14:l,14:k,14:j,15:s,17:s,18:j,19:s,20:s,20:l,22:j,23:s ###"
rock dark hybrid ->," None
None
None
None
0:k,0:a,2:a,3:k,4:a
0:s,4:s,5:a,6:s,7:a,8:a,9:s,10:a,12:s,12:a,14:k,14:a,15:s,17:s,19:s,20:s,22:a,23:s ###"
rock big room layered ->," None
None
None
None
0:l,0:k,3:k,4:s
0:s,2:h,4:k,5:h,6:s,7:l,8:h,9:s,10:k,12:s,12:k,14:l,14:k,14:j,15:s,17:s,18:j,19:s,20:l,22:j,23:s ###"
rock deep daft ->," None
None
None
None
0:k,0:a,3:k
0:s,2:h,4:s,4:k,5:h,6:s,7:a,8:h,9:s,10:k,12:s,12:k,14:k,14:a,15:s,17:s,18:a,19:s,20:s,20:a,22:a,23:s ###"
rock acoustic ->," None
None
None
None
0:k,2:s,4:k
2:s,4:y,6:l,8:k,10:s,10:l,12:l,14:l,14:k,18:l ###"
rock dark hybrid ->," None
None
None
None
0:k,2:s,4:k
2:s,4:y,6:a,8:k,10:s,10:a,12:a,14:k,14:a,18:a ###"
rock big room layered ->," None
None
None
None
0:k,2:s,4:k
2:s,4:y,6:l,8:k,10:l,10:s,12:l,14:l,14:k,18:l ###"
rock acoustic ->," None
None
None
None
4:l,8:l,14:k
0:k,12:s,12:k,14:y,17:l,19:k,20:s,24:k,28:l,28:s,31:s ###"
rock dark hybrid ->," None
None
None
None
2:k
0:s,0:k,2:y,5:a,7:k,8:s,8:a,12:k,12:a,16:s,16:a,19:s ###"
rock big room layered ->," None
None
None
None
4:l,8:l,12:s,14:k
0:k,12:k,14:y,17:l,19:k,20:s,24:k,28:l,31:s ###"
rock deep daft ->," None
None
None
None
4:a,8:a,14:k
0:k,12:s,12:k,14:y,17:a,19:k,20:s,24:k,28:s,28:a,31:s ###"
funk acoustic ->," None
None
None
None
0:k
0:k,1:k,2:s,3:k,3:k,4:j,4:k,4:s,5:h,5:s,5:k,6:s,7:h,8:s,8:k,9:k,10:s,11:h,11:k,12:k,12:j,13:h,13:s,13:k,14:s,15:h,16:s ###"
funk dark hybrid ->," None
None
None
None
0:a
0:k,1:a,2:s,3:k,3:a,4:a,4:k,4:s,5:s,5:a,6:s,7:a,8:a,8:s,9:a,10:s,11:k,11:a,12:k,12:a,13:s,13:a,14:s,15:a,16:s ###"
funk deep daft ->," None
None
None
None
0:k
0:k,1:k,2:s,3:k,3:k,4:a,4:k,4:s,5:h,5:s,5:k,6:s,7:h,8:s,8:k,9:k,10:s,11:h,11:k,12:k,12:a,13:h,13:s,13:k,14:s,15:h,16:s ###"
jazz acoustic ->," None
None
None
4:h
8:r,12:r,15:r,15:s
16:r,19:s,20:r,26:s ###"
jazz dark hybrid ->," None
None
None
4:a
8:r,12:r,15:r,15:s
16:r,19:s,20:r,26:s ###"
pop acoustic ->," None
None
None
None
None
0:k,1:k,2:u,3:s,4:s,5:s,6:s,7:s,8:s,9:s,10:k,10:y,18:h ###"
pop dark hybrid ->," None
None
None
None
None
0:k,1:k,2:u,3:s,4:s,5:s,6:s,7:s,8:s,9:s,10:k,10:y,18:a ###"
pop acoustic ->," None
None
None
None
0:k,2:k,4:h,6:k,7:k
0:s,2:k,6:s,7:k,9:s,10:k,11:h,11:k,14:s,14:k,20:k,22:s ###"
pop dark hybrid ->," None
None
None
None
0:k,2:a,4:a,6:a,7:a
0:s,2:k,6:s,7:k,9:s,10:a,11:k,11:a,14:s,14:a,20:k,22:s ###"
pop big room layered ->," None
None
None
None
0:k,2:k,4:h,6:s,6:k,7:k
0:s,2:k,7:k,9:s,10:k,11:h,11:k,14:s,14:k,20:k ###"
jazz fusion acoustic ->," None
None
None
None
None
0:k,0:k,1:h,2:h,3:s,4:h,5:h,6:h,6:k,7:h,8:k,9:h,10:h,11:h,12:k,13:h,14:s,15:h ###"
jazz fusion dark hybrid ->," None
None
None
None
None
0:k,0:a,1:a,2:a,3:s,4:a,5:a,6:k,6:a,7:a,8:a,9:a,10:a,11:a,12:a,13:a,14:s,15:a ###"
rock acoustic ->," None
None
0:k
None
0:k,9:s,10:k,11:k,12:s,15:s,31:s
0:k,4:h,4:s,7:s,15:s,18:k,22:s,29:s,31:s ###"
rock dark hybrid ->," None
None
0:a
None
0:k,9:s,10:k,11:k,12:s,15:s,31:s
0:k,4:a,4:s,7:s,15:s,18:k,22:s,29:s,31:s ###"
rock acoustic ->," None
None
0:y
None
0:k,4:h,4:s,7:s
10:k,14:s,18:k,24:k,28:h,28:s,30:k,31:s ###"
rock dark hybrid ->," None
None
0:y
None
0:k,4:a,4:s,7:s
10:k,14:s,18:k,24:k,28:s,28:a,30:k,31:s ###"
rock acoustic ->," None
None
3:h
0:k,1:h,2:h
0:k,4:k,7:k,8:h,12:s,14:h
4:s,5:h,6:h,12:h,13:k,15:k,20:s,22:k,28:k,29:h ###"
rock dark hybrid ->," None
0:a
3:a
0:k,1:a
7:k,12:s,13:a
4:s,5:a,15:k,20:s ###"
rock big room layered ->," None
None
3:h
0:k,1:h,2:h,4:s
0:k,4:k,7:k,8:h,14:h
5:h,6:h,12:h,13:k,15:k,22:k,28:k,29:h ###"
rock acoustic ->," None
None
None
None
None
0:r,0:k,2:r,2:k,4:r,4:h,4:s,6:r,6:k,8:r,8:h,10:r,10:k,10:s,12:r,12:h,12:s,14:r,14:k,15:h ###"
rock dark hybrid ->," None
None
None
None
None
0:r,0:k,2:r,2:k,4:s,4:r,4:a,6:r,6:k,8:r,8:a,10:r,10:k,10:s,12:s,12:r,12:a,14:r,14:k,15:a ###"
rock acoustic ->," None
None
None
0:k,2:k
1:k,6:k,8:h,10:s
1:s,5:s,14:k,14:k,16:k,18:s,28:h,29:s ###"
rock dark hybrid ->," None
None
None
0:k,2:a
1:k,6:a,8:a,10:s
1:s,5:s,14:k,14:a,16:a,18:s,28:a,29:s ###"
pop acoustic ->," None
None
None
3:k,3:k
7:k,7:k,9:h,13:h
0:k,15:k,15:k,17:h ###"
pop dark hybrid ->," None
None
None
0:k,0:a
4:k,4:a,6:a,10:a
12:k,12:a,14:a ###"
pop soft acoustic ->," None
None
0:h
4:z
0:k,6:k,10:h
2:h,14:h,22:h,30:j ###"
pop soft dark hybrid ->," None
None
0:a
4:z
0:k,6:k,10:a,14:a
2:a,22:a ###"
pop soft 808 simple ->," None
None
0:h
4:s
0:k,6:k,10:h
2:h,14:h,22:h,30:j ###"
pop soft deep daft ->," None
None
0:h
4:z
0:k,6:k,10:h
2:h,14:h,22:h,30:a ###"
pop soft acoustic ->," None
None
None
None
None
0:k,2:r,2:h,4:r,6:s,6:r,6:h ###"
pop soft dark hybrid ->," None
None
None
None
None
0:k,2:r,2:a,4:r,6:s,6:r,6:a ###"
pop soft big room layered ->," None
None
None
None
None
0:k,2:r,2:h,4:r,6:r,6:h,6:s ###"
afrobeat acoustic ->," None
None
0:k
4:l,6:h
3:s,8:h,9:k,14:s
0:h,6:s,10:h,11:s,16:k,18:h,22:s,26:s ###"
afrobeat dark hybrid ->," None
None
0:k,0:a
6:a
3:s,9:k,14:s
6:s,10:a,11:s,18:a,22:s,26:s ###"
afrobeat big room layered ->," None
None
0:k
4:l,6:h,6:s
3:s,8:h,9:k
0:h,10:h,11:s,16:k,18:h,26:s ###"
afrobeat deep daft ->," None
None
0:k
4:a,6:h
3:s,8:h,9:k,14:s
0:h,6:s,10:h,11:s,16:k,18:h,22:s,26:s ###"
funk acoustic ->," None
None
None
0:k
4:k
16:k,20:s,22:h,23:s,25:s,26:l,26:k,28:h,30:s,30:k ###"
funk dark hybrid ->," None
None
None
None
None
0:k,0:a,4:a,4:s,6:a,7:s,8:a,9:s,10:k,10:a,12:a,14:a,14:s ###"
funk deep daft ->," None
None
None
0:k
4:k
16:k,20:s,22:h,23:s,25:s,26:k,26:a,28:h,30:s,30:k ###"
